;;gcomponents;gnontrivial;gpredicates;grules;gconstraints;nbredgefacts;nbredgepred;defjoin;normalization;heuristic;dw;jumpy;frumpy;crafty;none;nopre
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_008.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;semi;min-degree;7.0;106.83;110.68;105.50;110.21;170.59
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_008.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;1.0;weak;min-degree;7.0;3.82;3.98;3.84;3.97;4.27
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_008.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;weak;min-degree;7.0;103.32;109.64;102.94;110.17;189.53
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_008.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;none;min-degree;7.0;3.78;3.78;3.78;3.80;3.73
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_009.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;semi;min-degree;6.0;0.79;0.80;0.79;0.81;0.83
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_009.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;semi;min-degree;6.0;33.32;33.86;33.33;34.01;45.64
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_009.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;weak;min-degree;6.0;0.90;0.90;0.89;0.90;0.94
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_009.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;weak;min-degree;6.0;43.36;45.50;43.16;45.98;72.20
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_009.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;none;min-degree;6.0;0.17;0.18;0.18;0.18;0.17
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_011.lp;14.0;1.0;9.0;5.0;2.0;47.0;1.0;1.0;semi;min-degree;7.0;1.03;1.05;1.05;1.04;1.14
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_011.lp;14.0;1.0;9.0;5.0;2.0;47.0;1.0;0.0;semi;min-degree;7.0;107.87;115.64;106.86;113.94;167.07
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_011.lp;14.0;1.0;9.0;5.0;2.0;47.0;1.0;1.0;weak;min-degree;7.0;1.11;1.14;1.09;1.11;1.21
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_011.lp;14.0;1.0;9.0;5.0;2.0;47.0;1.0;0.0;weak;min-degree;7.0;131.18;148.76;131.84;146.39;260.57
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_011.lp;14.0;1.0;9.0;5.0;2.0;47.0;1.0;0.0;none;min-degree;7.0;0.01;0.02;0.01;0.01;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_012.lp;14.0;1.0;9.0;5.0;2.0;49.0;1.0;1.0;semi;min-degree;6.0;0.12;0.12;0.12;0.12;0.12
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_012.lp;14.0;1.0;9.0;5.0;2.0;49.0;1.0;0.0;semi;min-degree;6.0;21.06;21.28;20.85;21.16;27.55
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_012.lp;14.0;1.0;9.0;5.0;2.0;49.0;1.0;1.0;weak;min-degree;6.0;0.12;0.12;0.12;0.12;0.13
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_012.lp;14.0;1.0;9.0;5.0;2.0;49.0;1.0;0.0;weak;min-degree;6.0;30.01;31.07;30.06;31.43;49.00
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_012.lp;14.0;1.0;9.0;5.0;2.0;49.0;1.0;0.0;none;min-degree;6.0;0.08;0.07;0.07;0.07;0.07
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_014.lp;14.0;1.0;9.0;5.0;2.0;66.0;1.0;1.0;semi;min-degree;7.0;4.54;4.60;4.56;4.59;5.04
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_014.lp;14.0;1.0;9.0;5.0;2.0;66.0;1.0;0.0;semi;min-degree;7.0;92.84;96.86;92.11;97.06;137.67
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_014.lp;14.0;1.0;9.0;5.0;2.0;66.0;1.0;1.0;weak;min-degree;7.0;3.79;3.82;3.78;3.82;4.21
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_014.lp;14.0;1.0;9.0;5.0;2.0;66.0;1.0;0.0;weak;min-degree;7.0;123.63;136.38;125.27;134.40;219.84
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_014.lp;14.0;1.0;9.0;5.0;2.0;66.0;1.0;0.0;none;min-degree;7.0;3.28;3.34;3.24;3.28;3.45
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_015.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;1.0;semi;min-degree;6.0;3.71;3.73;3.70;3.71;4.22
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_015.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;0.0;semi;min-degree;6.0;33.19;33.42;32.02;33.32;44.45
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_015.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;1.0;weak;min-degree;6.0;3.71;3.67;3.69;3.73;4.23
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_015.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;0.0;weak;min-degree;6.0;46.62;52.00;46.77;50.21;91.41
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_015.lp;14.0;1.0;9.0;5.0;2.0;58.0;1.0;0.0;none;min-degree;6.0;8.82;8.87;8.76;8.96;8.80
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_016.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;semi;min-degree;6.0;1.06;1.07;1.05;1.07;1.08
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_016.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;semi;min-degree;6.0;8.56;8.80;8.51;8.70;10.31
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_016.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;weak;min-degree;6.0;1.12;1.12;1.11;1.12;1.14
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_016.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;weak;min-degree;6.0;15.70;16.07;15.88;16.03;22.80
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_016.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;none;min-degree;6.0;0.79;0.79;0.78;0.80;0.80
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_017.lp;14.0;1.0;9.0;5.0;2.0;51.0;1.0;1.0;semi;min-degree;6.0;1.03;1.03;1.03;1.03;1.08
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_017.lp;14.0;1.0;9.0;5.0;2.0;51.0;1.0;0.0;semi;min-degree;6.0;18.98;19.70;19.17;19.66;23.56
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_017.lp;14.0;1.0;9.0;5.0;2.0;51.0;1.0;1.0;weak;min-degree;6.0;1.15;1.15;1.14;1.15;1.20
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_017.lp;14.0;1.0;9.0;5.0;2.0;51.0;1.0;0.0;weak;min-degree;6.0;26.06;26.76;26.02;26.84;34.53
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_017.lp;14.0;1.0;9.0;5.0;2.0;51.0;1.0;0.0;none;min-degree;6.0;0.45;0.45;0.45;0.44;0.46
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_018.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;1.0;semi;min-degree;6.0;0.81;0.82;0.81;0.82;0.90
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_018.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;semi;min-degree;6.0;38.11;40.81;38.22;40.17;53.64
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_018.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;1.0;weak;min-degree;6.0;0.79;0.81;0.79;0.80;0.89
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_018.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;weak;min-degree;6.0;71.60;81.13;71.27;80.68;149.64
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_018.lp;14.0;1.0;9.0;5.0;2.0;56.0;1.0;0.0;none;min-degree;6.0;1.85;1.81;1.82;1.82;1.81
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_019.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;semi;min-degree;6.0;2.02;2.01;2.00;2.03;2.14
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_019.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;semi;min-degree;6.0;206.50;221.65;206.87;217.64;328.35
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_019.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;1.0;weak;min-degree;6.0;2.08;2.11;2.10;2.11;2.23
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_019.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;weak;min-degree;6.0;180.30;194.51;178.84;205.91;300.84
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_019.lp;14.0;1.0;9.0;5.0;2.0;54.0;1.0;0.0;none;min-degree;6.0;0.04;0.03;0.04;0.03;0.04
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_020.lp;14.0;1.0;9.0;5.0;2.0;60.0;1.0;1.0;semi;min-degree;7.0;4.94;5.10;4.92;5.06;5.67
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_020.lp;14.0;1.0;9.0;5.0;2.0;60.0;1.0;0.0;semi;min-degree;7.0;22.41;22.67;22.73;23.54;29.71
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_020.lp;14.0;1.0;9.0;5.0;2.0;60.0;1.0;1.0;weak;min-degree;7.0;4.90;5.10;4.95;5.13;5.70
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_020.lp;14.0;1.0;9.0;5.0;2.0;60.0;1.0;0.0;weak;min-degree;7.0;38.69;38.74;37.67;38.54;57.40
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_15/probability_0.25/instance_n15_p0.25_020.lp;14.0;1.0;9.0;5.0;2.0;60.0;1.0;0.0;none;min-degree;7.0;3.72;3.75;3.72;3.84;3.85
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_002.lp;14.0;1.0;9.0;5.0;2.0;42.0;1.0;1.0;semi;min-degree;4.0;0.15;0.15;0.15;0.14;0.15
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_002.lp;14.0;1.0;9.0;5.0;2.0;42.0;1.0;0.0;semi;min-degree;4.0;11.76;12.12;11.79;12.11;13.13
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_002.lp;14.0;1.0;9.0;5.0;2.0;42.0;1.0;1.0;weak;min-degree;4.0;0.14;0.18;0.14;0.14;0.15
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_002.lp;14.0;1.0;9.0;5.0;2.0;42.0;1.0;0.0;weak;min-degree;4.0;9.49;9.74;9.51;9.75;11.26
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_002.lp;14.0;1.0;9.0;5.0;2.0;42.0;1.0;0.0;none;min-degree;4.0;0.03;0.03;0.02;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_005.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;1.0;semi;min-degree;2.0;0.15;0.14;0.14;0.14;0.15
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_005.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;0.0;semi;min-degree;2.0;55.23;58.32;55.30;58.26;73.64
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_005.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;1.0;weak;min-degree;2.0;0.14;0.13;0.13;0.13;0.14
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_005.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;0.0;weak;min-degree;2.0;36.33;38.45;36.17;38.20;49.16
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_005.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;0.0;none;min-degree;3.0;0.01;0.02;0.01;0.01;0.01
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_006.lp;14.0;1.0;9.0;5.0;2.0;40.0;1.0;1.0;semi;min-degree;5.0;0.10;0.10;0.11;0.10;0.10
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_006.lp;14.0;1.0;9.0;5.0;2.0;40.0;1.0;0.0;semi;min-degree;5.0;23.12;24.19;23.23;24.67;29.20
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_006.lp;14.0;1.0;9.0;5.0;2.0;40.0;1.0;1.0;weak;min-degree;5.0;0.11;0.09;0.09;0.09;0.10
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_006.lp;14.0;1.0;9.0;5.0;2.0;40.0;1.0;0.0;weak;min-degree;5.0;19.58;21.15;19.52;21.01;26.45
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_006.lp;14.0;1.0;9.0;5.0;2.0;40.0;1.0;0.0;none;min-degree;5.0;0.04;0.04;0.04;0.04;0.04
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_015.lp;14.0;1.0;9.0;5.0;2.0;39.0;1.0;1.0;semi;min-degree;4.0;0.05;0.05;0.05;0.05;0.06
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_015.lp;14.0;1.0;9.0;5.0;2.0;39.0;1.0;0.0;semi;min-degree;4.0;16.59;17.33;16.52;17.20;20.31
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_015.lp;14.0;1.0;9.0;5.0;2.0;39.0;1.0;1.0;weak;min-degree;4.0;0.05;0.05;0.05;0.04;0.05
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_015.lp;14.0;1.0;9.0;5.0;2.0;39.0;1.0;0.0;weak;min-degree;4.0;14.38;14.94;14.55;15.01;19.16
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_015.lp;14.0;1.0;9.0;5.0;2.0;39.0;1.0;0.0;none;min-degree;4.0;0.02;0.02;0.02;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_016.lp;14.0;1.0;9.0;5.0;2.0;48.0;1.0;1.0;semi;min-degree;6.0;0.56;0.55;0.55;0.56;0.58
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_016.lp;14.0;1.0;9.0;5.0;2.0;48.0;1.0;0.0;semi;min-degree;6.0;261.29;333.88;261.66;312.12;457.39
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_016.lp;14.0;1.0;9.0;5.0;2.0;48.0;1.0;1.0;weak;min-degree;6.0;0.65;0.65;0.65;0.65;0.70
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_016.lp;14.0;1.0;9.0;5.0;2.0;48.0;1.0;0.0;weak;min-degree;6.0;206.84;250.92;208.07;271.74;409.54
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_016.lp;14.0;1.0;9.0;5.0;2.0;48.0;1.0;0.0;none;min-degree;6.0;0.02;0.03;0.02;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_018.lp;14.0;1.0;9.0;5.0;2.0;49.0;1.0;1.0;semi;min-degree;5.0;0.23;0.23;0.27;0.26;0.27
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_018.lp;14.0;1.0;9.0;5.0;2.0;49.0;1.0;0.0;semi;min-degree;5.0;9.66;9.88;9.64;9.84;11.35
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_018.lp;14.0;1.0;9.0;5.0;2.0;49.0;1.0;1.0;weak;min-degree;5.0;0.22;0.22;0.22;0.22;0.23
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_018.lp;14.0;1.0;9.0;5.0;2.0;49.0;1.0;0.0;weak;min-degree;5.0;10.03;10.47;10.06;10.46;12.55
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_018.lp;14.0;1.0;9.0;5.0;2.0;49.0;1.0;0.0;none;min-degree;5.0;0.29;0.29;0.29;0.29;0.29
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_020.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;1.0;semi;min-degree;5.0;0.28;0.28;0.28;0.28;0.29
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_020.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;0.0;semi;min-degree;5.0;22.47;23.21;22.31;23.43;28.25
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_020.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;1.0;weak;min-degree;5.0;0.27;0.27;0.28;0.28;0.29
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_020.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;0.0;weak;min-degree;5.0;18.56;19.32;18.79;19.33;23.97
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.10/instance_n20_p0.10_020.lp;14.0;1.0;9.0;5.0;2.0;45.0;1.0;0.0;none;min-degree;5.0;0.03;0.02;0.03;0.02;0.02
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_002.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;1.0;semi;min-degree;7.0;0.49;0.49;0.50;0.50;0.53
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_002.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;0.0;semi;min-degree;7.0;377.53;427.76;376.01;421.12;679.35
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_002.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;1.0;weak;min-degree;7.0;0.41;0.42;0.41;0.41;0.45
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_002.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;0.0;weak;min-degree;7.0;486.45;603.87;499.35;593.34;1053.37
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_002.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;0.0;none;min-degree;7.0;0.06;0.07;0.06;0.06;0.06
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_003.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;1.0;semi;min-degree;5.0;0.49;0.49;0.49;0.49;0.51
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_003.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;0.0;semi;min-degree;5.0;34.42;35.13;34.40;34.99;39.81
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_003.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;1.0;weak;min-degree;5.0;0.44;0.44;0.44;0.44;0.46
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_003.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;0.0;weak;min-degree;5.0;35.86;36.54;35.89;36.66;43.22
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_003.lp;14.0;1.0;9.0;5.0;2.0;57.0;1.0;0.0;none;min-degree;5.0;0.04;0.04;0.05;0.05;0.05
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_004.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;1.0;semi;min-degree;7.0;18.11;18.56;18.02;18.10;25.88
../dominating_set_benchmark/dominating_set_dynamic.lp;instances/size_20/probability_0.15/instance_n20_p0.15_004.lp;14.0;1.0;9.0;5.0;2.0;61.0;1.0;0.0;semi;min-degree;7.0;241.44;269.01;243.21;269.33;446.13
